1004

hql	jpql	1
('hql', 'more', 'jpql', '', '16886935', 'because hql is more or less superset of jpql it of course works also in hql\n')
('children', 'higher', 'parent', '', '17602524', 'i m trying to stop dragging the children div when his position is equal or higher than the parent position\n')
('children', 'more', 'parent', '', '17891768', 'if your table represents id_1 is a parent of id_2 then both a parent can have many children and children can have more than one parent this is known as a many-to-many relationship\n')
('parent', 'lesser', 'children', '', '21211701', 'the invariant here however is that the parent s index must always be lesser than its children\n')
('parent', 'more', 'children', '', '16727527', 'in that case the update is done directly on the child table parent has more children .\n')
('parent', 'more n', 'children', '', '931234', 'in the same breath i would also like to be able to run a specific number of child processes at any given time say for example n children running concurrently whenever one exits the parent process starts another child if needed but has no more than n children at any given moment\n')
('children', 'elements larger then', 'parent', 'memory', '9945359', 'how can i achieve that my container will adjust the height accordingly of the children items when the height of the children elements is larger then configured minheight of their parent element\n')
('parent', 'view not larger', 'children', 'memory', '25338534', 'again if the parent view is not larger than its children the expansion suffix does not make any difference as well\n')
('children', 'higher', 'parent', '', '13274185', 'when opacity on a parent container the #contentborder div in this case is set to less than 1 any children inherit that and cannot be higher than the parent\n')
('parent', 'more stable', 'children', 'reliability', '10340830', 'this really helps keeps parent branch more stable than children\n')
('parent', 'lower z-index', 'children', '', '17601224', 'if the parent has lower z-index than the modal everything in it will be behind the modal regardless of the children s z-index\n')
('children', 'higher id', 'parent', '', '7128116', 'this is a very simple case which will do that asuming your children always have a higher id than their parent\n')
('children', 'more', 'parent', '', '16955894', 'on mac os x dwarfdump shows this relationship with indentation - children dies are indented a little more than parent dies\n')
('parent', 'smaller', 'children', 'memory', '5422525', 'you need to just change the siftdown function so that the parent is always the smaller than the children\n')
('parent', 'larger', 'children', 'memory', '19287726', 'edit in other words if the parent is larger than the total width of the children that s fine\n')
('parent', 'lower', 'children', '', '20983503', 'because the parent has lower z-index than the .modal-backdrop everything in it will be behind the modal irrespective of any z-index given to the children\n')
('children', 'greater', 'parent', '', '13525425', 'you allow children on either side of a node to contain keys that are neither less than nor greater than the parent\n')
('children', 'wider', 'parent', '', '5099892', 'also the inner children div have to be wider than the parent div for the scrollbars to work\n')
('parent', 'id lower', 'children', '', '17147641', 'the above query only works if the parent id is a lower number than all the children\n')
('parent', 'more', 'children', '', '11575197', 'problem a parent can have more than one children and parent table is dependent on child table\n')
('parent', 'larger', 'children', 'memory', '13440191', 'specifically you compare the new root with the left and right children and keep swapping if the parent is larger than at least one of the children until the heap property is satisfied\n')
('children', 'still larger', 'parent', 'memory', '10163422', 'new h i is guaranteed to be the smallest of the old h i s children which is still larger than old h i s parent\n')
('children', 'higher z-index', 'parent', '', '16504832', 'the parent establishes a stacking context and the children have higher z-index than the parent and cover the parent up so that s all fine\n')
('parent', 'more', 'children', '', '17495022', 'there is a parent table he can add more than one children email ids no\n')
('parent', 'higher vertically', 'children', '', '19784864', 'tip when i place parent blue here higher vertically than children orange here and i notice the bird body with raised wings pattern of a parent on either side then i recognize a many-to-many relationship exists between the parent\n')
('parent', 'wider', 'children', '', '8309782', 'if there are two rectangles and the parent is wider and than it is high then the children should be placed next to each other\n')
('children', 'lesser', 'parent', '', '12639555', 'however it is not possible to rotate in the current situation since both children end up in becoming lesser than a parent\n')
